scientific_name,common_name,meaning,diet,length_m,weight_kg,height_m,locomotion,geological_period,lived_in,behavior_notes,first_discovered,fossil_location,notable_features,intelligence_level
Gnathovorax,Gnathovorax,jaw devourer,Carnivore,2.9412224086328234,70.04777590279699,1.575901655875239,Bipedal,Late Triassic (Carnian),South America (Brazil),Early herrerasaurid with strong jaw adaptations,2019,"Santa Maria Formation, Brazil",One of the best-preserved early theropods,Medium
Antrodemus,Antrodemus,chambered body,Carnivore,9.421805746574847,2076.8610129533295,2.8149320450802087,Bipedal,Late Jurassic (Kimmeridgian),North America (USA),Possibly a synonym of Allosaurus,1870,"Morrison Formation, Colorado",Single vertebra; taxonomic status uncertain,Medium
Banji,Banji,striped (from Mandarin),Carnivore,0.5699275585277038,1.4194215327637743,0.39859566157138415,Bipedal,Late Cretaceous (Maastrichtian),Asia (China),Small oviraptorid with crest,2010,"Nanxiong Formation, Jiangxi, China",Slender jaws; closely related to Citipati,High
Algoasaurus,Algoasaurus,Algoa lizard,Herbivore,9.213259457640655,3851.864213303371,3.651673050142435,Quadrupedal,Early Cretaceous (Valanginian),Africa (South Africa),Sauropod; limited fossil material,1904,"Enon Formation, South Africa",One of the first dinosaurs discovered in Africa,Low
Lusitanosaurus,Lusitanosaurus,Lusitanian lizard (Portugal region),Herbivore,3.5519160658746864,208.07779398273647,1.0334060644923666,Bipedal,Early Cretaceous,Europe (Portugal),Ornithopod dinosaur,2001,Portugal,Small herbivore,Unknown
Diluvicursor,Diluvicursor,flood runner,Herbivore,2.1746995546332912,19.952858270903036,0.7510209923502353,Bipedal,Early Cretaceous (Aptian),Australia (Victoria),Basal ornithopod adapted for fast running,2018,"Eumeralla Formation, Victoria",Preserved leg shows cursorial adaptation,Medium
Yuanmousaurus,Yuanmousaurus jiangyiensis,Yuanmou lizard,unknown,17.161054645878647,27260.91090122169,7.061647404963962,Quadrupedal,Middle Jurassic,China,Early sauropod with long forelimbs,2006,"Yunnan, China",Partial skeleton discovered in Yunnan,Medium
Lanzhousaurus,Lanzhousaurus,Lanzhou lizard,Herbivore,9.67842535600642,6239.207063126512,2.757265345422077,Bipedal,Late Cretaceous,Asia (China),Hadrosaurid dinosaur,1986,China,"Large, duck-billed dinosaur",Medium
Qianjiangsaurus,Qianjiangsaurus,Qianjiang lizard,unknown,2.725501821559363,1410.550037248882,1.5772294340267718,Bipedal,Late Jurassic,Asia,Theropod dinosaur,2019,China,Small theropod,Small
Yandusaurus,Yandusaurus hongheensis,Yandu lizard,Herbivore,3.6861159523585947,196.23889149548404,1.1580283932287234,Bipedal,Middle Jurassic,China,Basal ornithopod from Sichuan,1973,"Sichuan, China",Slender limbs and long tail,Medium
Brighstoneus,Brighstoneus,Brighstone lizard,"herbivore ",7.913765900031833,4028.4691700655058,3.138064636716156,Bipedal,Early Cretaceous,Europe,Theropod dinosaur,2021,UK,Medium theropod,Medium
Malawisaurus,Malawisaurus,Near horned face,"herbivore ",6.281632957905964,,2.1792270302061465,Quadrupedal,Late Cretaceous,Canada,Horned face,1912,Canada,Large frill,Low
Tenontosaurus,Tenontosaurus,"Stretch lizard  ",Herbivore,7.129192405402843,995.0071780304698,2.7029432275265064,Bipedal,Late Cretaceous,North America,Ornithopod dinosaur,1970,USA,Medium herbivore,Medium
Nemegtonykus,Nemegtonykus,Nemegt claw,Carnivore,1.491018397828699,14.077284517886106,0.4862021546723336,Bipedal,Late Cretaceous,Asia (Mongolia),Alvarezsaurid theropod,2013,Mongolia,"Small, fast predator",Unknown
Bambiraptor,Bambiraptor,La Amarga lizard,Herbivore,10.564929022772676,2353.8668022202014,3.8414470400578873,Quadrupedal,Early Cretaceous,Argentina,Neck spines,1991,Argentina,Neck spines,Low
Dacentrurus,Dacentrurus,Alvarez's lizard,Carnivore,2.0219892338043652,,0.8133459993580221,Bipedal,Late Cretaceous,Argentina,Small predator,1991,Argentina,Tiny arms,Medium
Oshanosaurus,Oshanosaurus,Oshano lizard,Herbivore,9.666077083232254,5406.016034620722,3.7648702915129557,Bipedal,Early Cretaceous,Asia (China),Sauropod dinosaur,1999,China,Primitive sauropod,Unknown
Uriash,Uriash,Uriash lizard,Herbivore,7.18910266939685,4047.6293636859964,3.227291944557277,Quadrupedal,Jurassic,Asia,Sauropod dinosaur,2019,China,Medium-large sauropod,Medium
Uberabatitan,Uberabatitan,Uberaba titan,Herbivore,19.006463996623957,30944.592170120057,6.8289912196389,Quadrupedal,Late Cretaceous,South America,Sauropod dinosaur,2004,Brazil,Large sauropod,Large
Altispinax,Altispinax,high spine,Carnivore,8.52674808920714,2020.0674650902472,2.7237317215335124,Bipedal,Early Cretaceous (Valanginian),Europe (England),Likely predator; related to other spinosaurids,1923 (teeth from earlier finds),"Weald Clay, Sussex, UK",High dorsal spines; possibly part of sail structure,Medium
Machairasaurus,Machairasaurus,Sword lizard,Carnivore,1.4641086649060961,,0.4584196250530409,Bipedal,Late Cretaceous,Asia (China),Alvarezsaurid theropod,2009,China,"Small, bird-like dinosaur",Medium
Qiupalong,Qiupalong,Qiupa dragon,Omnivore,3.2313281235186744,97.70204272812276,1.6190868764438444,Bipedal,Late Cretaceous,China,Ornithomimid with long limbs,2011,"Henan Province, China","Slender build, bird-like legs",Medium
Mongolostegus,Mongolostegus,Mongolian roof,Herbivore,6.490885882634428,4114.1034088534225,2.722196612366745,Bipedal,Late Cretaceous,Asia,Ankylosaur dinosaur,2020,Mongolia,Medium ankylosaur,Medium
Orthomerus,Orthomerus,Straight femur,Herbivore,5.800877589568537,1212.7544336555848,2.6110040431901202,Bipedal,Late Cretaceous,Europe,Ornithopod dinosaur,1883,Europe,Medium-sized herbivore,Unknown
Yunnanosaurus,Yunnanosaurus huangi,Yunnan lizard,Herbivore,7.345810038638225,,2.505182520715694,Quadrupedal,Late Triassic–Early Jurassic,China,Early sauropodomorph with leaf-shaped teeth,1942,"Yunnan, China","Long neck, early herbivore",Medium
Aniksosaurus,Aniksosaurus,unequal lizard,Carnivore,2.1795096924459045,25.471221741746643,0.8562299026487721,Bipedal,Late Cretaceous (Cenomanian),South America (Argentina),Small coelurosaur; possibly gregarious,2006,"Cerro Barcino Formation, Argentina",Fossils found in group; agile predator,Medium
Aetonyx,Aetonyx,Eagle claw,Carnivore,1.3968023112039731,20.77914213530155,0.4589376314042836,Bipedal,Late Triassic,South Africa,Early theropod; grasping claws,2005,"Elliot Formation, South Africa",Hands/claws; primitive theropod features,Medium
Hagryphus,Hagryphus,Sand lizard,Herbivore,3.966270525034062,318.34481376409394,1.1893171659058956,Bipedal,Early Jurassic,USA,Early sauropodomorph,1889,USA,Slender build,Medium
Kritosaurus,Kritosaurus,Near lizard,Herbivore,2.0012103571459985,50.89353052604319,0.9636526200956268,Bipedal,Early Jurassic,USA,Small herbivore,1818,USA,Small body,Medium
Sibirotitan,Sibirotitan,Siberian titan,Herbivore,23.715455442701554,18499.818734273427,7.316311363184897,Quadrupedal,Late Cretaceous,Asia,Sauropod dinosaur,2017,Russia,Large sauropod,Large
Elopteryx,Elopteryx,marsh wing,Carnivore,1.5306404251499952,,0.8438532966930886,Bipedal,Late Cretaceous (Maastrichtian),Europe (Romania),Possible maniraptoran; known from fragmentary bones,1913,"Sânpetru Formation, Romania",Status uncertain; once linked to birds,Medium
Pentaceratops,Pentaceratops,Five-horned face,Herbivore,5.668555607985281,5643.35236457473,2.6077281298481214,Quadrupedal,Late Cretaceous,North America,Large frill and five horns,1921,"New Mexico, USA",Huge frill and horned face,Medium
Llukalkan,Llukalkan,Fierce one,Carnivore,5.322140626582483,2066.4678885804296,1.960828534638688,Bipedal,Late Cretaceous,South America,Theropod dinosaur,2019,Argentina,Medium theropod,Medium
Chadtitan,Chadtitan,Chad titan,Herbivore,28.170456488678678,,6.993354843516035,Quadrupedal,Late Cretaceous,Africa,Sauropod dinosaur,2021,Chad,Large sauropod,Large
Magnapaulia,Magnapaulia,Large Paulia,Herbivore,15.182007672602296,19699.640814782106,4.569564345689184,Quadrupedal,Late Cretaceous,North America,Hadrosaurid dinosaur,2012,USA,Large duck-billed dinosaur,Medium
Harpymimus,Harpymimus,Almond tooth,Herbivore,11.265822795869543,3007.3609273000443,3.165700146987896,Quadrupedal,Middle Jurassic,Argentina,Basal sauropod,1947,Argentina,Teeth shape,Low
Priodontognathus,Priodontognathus,Saw tooth jaw,Carnivore,3.024364590475484,,0.9963794956285047,Bipedal,Late Jurassic,Europe,Theropod dinosaur,1932,England,Small predator,Medium
Panamericansaurus,Panamericansaurus,Panamerican lizard,unknown,8.033901514691348,7675.721548219305,3.729889793985422,Quadrupedal,Late Cretaceous,South America,Titanosaur sauropod,2015,Argentina,Medium-large titanosaur,Unknown
Gobisaurus,Gobisaurus,Almond tooth,Herbivore,12.665480709577217,2812.5795438170203,2.709003443387604,Quadrupedal,Middle Jurassic,Argentina,Basal sauropod,1947,Argentina,Teeth shape,Low
Chondrosteosaurus,Chondrosteosaurus,cartilage and bone lizard,carnivor,14.49974949885795,9652.967230695724,4.958239061012443,Quadrupedal,Early Cretaceous (Barremian),Europe (England),Macronarian sauropod; named from vertebrae,1876,"Isle of Wight, UK",Internal vertebra cavities; originally thought pneumatic,Low
Shuangbaisaurus,Shuangbaisaurus,Double white lizard,Herbivore,8.34977674513254,7117.402213712679 kg,3.30148488174411,Bipedal,Late Jurassic,Asia,Sauropod dinosaur,2014,China,Medium sauropod,Medium
Tawasaurus,Tawasaurus,Tawas lizard,Herbivore,4.372784237059356,774.884278689721,1.4207064406584813,Bipedal,Jurassic,North America,Ornithischian dinosaur,2011,USA,Medium herbivore,Medium
Microcoelus,Microcoelus,Small hollow,Herbivore,6.3357966206036975,516.1761474859536,1.9095990243747787,Quadrupedal,Late Jurassic,Europe,Sauropod dinosaur,1882,England,Medium-sized sauropod,Unknown
Minimocursor,Minimocursor,Small runner,Carnivore,1.4740891682533805,47.808364489851805,0.708309444356991,Bipedal,Late Cretaceous,South America,Theropod dinosaur,2021,Argentina,Small theropod,Small
Bonitasaura,Bonitasaura,Bonita lizard,Herbivore,9.540535553062163,6560.735890839278,3.217256568489746,Quadrupedal,Late Cretaceous (Campanian–Maastrichtian),South America (Argentina),Titanosaur with unusual jaw shape,2004,"Anacleto Formation, Patagonia",Lower jaw with beak-like tip and rear teeth,Low
Anatosaurus,Anatosaurus,duck lizard,Herbivore,9.304930898715359,4358.027439579878,3.591434529887719,Quadrupedal,Late Cretaceous (Maastrichtian),North America (USA),Hadrosaurid with broad duck-like beak,1942 (now synonymized with Edmontosaurus),"Hell Creek Formation, USA",Broad flat snout; toothless beak,Medium
Quaesitosaurus,Quaesitosaurus,Extraordinary lizard,Herbivore,24.49731705150786,27176.12844918845,6.83662382432901,Quadrupedal,Late Cretaceous,Mongolia,Sauropod with limited fossil remains,1983,Mongolia,Poorly preserved skull,Low
Yamaceratops,Yamaceratops,Yama horned face,Herbivore,2.6126155999288807,,0.7684835321512097,Bipedal,Late Cretaceous,Asia,Ceratopsian dinosaur,2006,Mongolia,Small horned dinosaur,Small
Datousaurus,Datousaurus,Sand lizard,Herbivore,3.8801505602325377,328.60103022983,1.1272056224587674,Bipedal,Early Jurassic,USA,Early sauropodomorph,1889,USA,Slender build,Medium
Gigantoraptor,Gigantoraptor,La Amarga lizard,Herbivore,9.341586168279063,2541.0527456639397,3.187216418440654,Quadrupedal,Early Cretaceous,Argentina,Neck spines,1991,Argentina,Neck spines,Low
Stegouros,Stegouros,Roof tail,carnivor,3.2401280855774064,,1.448404740601855,Bipedal,Late Cretaceous,South America,Ankylosaur dinosaur,2021,Chile,Small ankylosaur,Small
Ronaldoraptor,Ronaldoraptor,Ronaldo thief,Carnivore,2.1065828616024675,50.77398097163489,0.9745499081871583,Bipedal,Late Cretaceous,South America,Troodontid dinosaur,2019,Argentina,Small agile predator,Medium
Smitanosaurus,Smitanosaurus,Smitan lizard,Herbivore,6.313939143261946,3690.842903253422,2.7104086189147854,Bipedal,Late Cretaceous,North America,Sauropod dinosaur,2020,USA,Medium sauropod,Medium
Zhangyisaurus,Zhangyisaurus nii,Zhangyi lizard,Carnivore,3.883426115109087,209.01982881596751 kg,1.391917166390344,Bipedal,Late Jurassic,China,Theropod from Xinjiang,2010,"Shishugou Formation, China","Partial skeleton, medium size",Medium
Kerberosaurus,Kerberosaurus,Cerberus lizard (three-headed dog reference),Herbivore,6.8763914231028265,,2.889792925729307,Quadrupedal,Late Cretaceous,Asia (Russia),Hadrosaurid dinosaur,2013,Russia,Robust skeleton and broad snout,Medium
Bagualia,Bagualia,Bagual giant,,13.707526561414129,16011.8591260086,5.130008504221952,Quadrupedal,Late Jurassic,South America,Sauropod dinosaur,2021,Argentina,Large sauropod,Large
Coahuilasaurus,Coahuilasaurus,Coahuila lizard,unknown,7.299788185563283,3732.022557055645,2.2835401698398936,Quadrupedal,Late Cretaceous,North America,Sauropod dinosaur,1994,Mexico,Medium sauropod,Medium
Eshanosaurus,Eshanosaurus,Eshan lizard,,5.116271983019432,,1.8169698307641933,Bipedal,Early Jurassic (Hettangian),Asia (China),Possibly earliest therizinosaur; controversial,2001,"Lufeng Formation, Yunnan",Possibly misidentified; oldest suggested maniraptoran,Unknown
Ojoraptorsaurus,Ojoraptorsaurus,Ojo thief lizard,Carnivore,1.4525365525350291,31.52467321469237,1.08209327518643,Bipedal,Late Cretaceous,North America,Oviraptorid theropod,2011,USA,Small feathered predator,Unknown
Tianyulong,Tianyulong,"Tianyulong (heavenly dragon)  ",Herbivor,1.3133545816034695,2.9574119600963455,0.4579498836161057,Bipedal,Late Jurassic,Asia,Ornithischian dinosaur,2009,China,Small feathered dinosaur,Medium
Daurlong,Daurlong,Daurlong,Herbivore,3.3037721354352803,702.6886406133898,1.1563962787290243,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,2020,Russia,Small theropod,Small
Probrachylophosaurus,Probrachylophosaurus,Before short crest lizard,Herbivore,7.083939466540308,4963.808678542073,3.460218146296575,Bipedal,Late Cretaceous,North America,Hadrosaur dinosaur,2019,USA,Large hadrosaur,Large
Dzharaonyx,Dzharaonyx,Dzhara claw,Carnivore,2.661264028819503,37.84660960727724,0.9703363259568967,Bipedal,Late Cretaceous,Asia,Theropod dinosaur,2013,Asia,Small theropod,Small
Latirhinus,Latirhinus,Wide nose,Herbivore,6.668233947870987,4021.243502392168,2.627104361390018,Bipedal,Late Cretaceous,North America,Hadrosaurid dinosaur,2012,Mexico,Known for wide nasal structure,Medium
Syntarsus,Syntarsus,"Together joint  ",Carnivore,3.0152507949097807,54.638717048436924,1.0942722747780975,Bipedal,Jurassic,Africa,Theropod dinosaur,1964,Lesotho,Small predator,Medium
Eolambia,Eolambia,Sand lizard,Herbivore,3.746573281776871,280.6856488248059,1.208192400104038,Bipedal,Early Jurassic,USA,Early sauropodomorph,1889,USA,Slender build,Medium
Qunkasaura,Qunkasaura,Qunka lizard,Herbivore,5.0853733010461255,2724.706456133777,2.649843984150561,Bipedal,Late Jurassic,South America,Sauropod dinosaur,2017,Argentina,Medium sauropod,Medium
Texacephale,Texacephale,"Texas head  ",Herbivore,2.562926258828294,83.91542210071145,1.021654336503143,Bipedal,Late Cretaceous,North America,Pachycephalosaurid dinosaur,2009,USA,Small pachycephalosaur,Medium
Tyrannotitan,Tyrannotitan,Tyrant titan,,11.161072806023135,7536.639094727382,4.0550732366546836,Bipedal,Early Cretaceous,South America,Theropod dinosaur,2011,Argentina,Large theropod,Large
Lamaceratops,Lamaceratops,Lama horned face,Herbivore,1.9164334389617523,275.62229260626265,1.0908426684027985,Bipedal,Late Cretaceous,Asia (China),Ceratopsian dinosaur,2002,China,Partial skull fossils,Medium
Animantarx,Animantarx,living fortress,Herbivore,2.8371216866252835,287.2527983237282,1.579462160065753,Quadrupedal,Late Cretaceous (Cenomanian),"North America (Utah, USA)",Nodosaurid; heavily armored body,1999,"Mussentuchit Member, Utah",Discovered via radiological scan before excavation,Low
Eoabelisaurus,Eoabelisaurus,dawn abelisaur,Carnivore,6.039498495120648,706.8496735442574,2.3369231603527982,Bipedal,Middle Jurassic (Aalenian–Bathonian),South America (Argentina),Early abelisaurid with complete skeleton,2012,"Cañadón Asfalto Formation, Patagonia",Oldest known abelisaurid; transitional features,High
Theiophytalia,Theiophytalia,"Theio plant lizard  ",Herbivore,6.479222384007061,1185.7557507397282,3.2174517723637575,Bipedal,Late Cretaceous,North America,Ornithopod dinosaur,1998,USA,Medium herbivore,Medium
Protoavis,Protoavis,First bird,Carnivore,1.0285392596149112,18.36859233403423,0.4555802458018456,Bipedal,Late Triassic,North America,Possible early bird dinosaur,1991,USA,Controversial fossil,Unknown
Fukuititan,Fukuititan,Fukui titan,Herbivore,9.28735018031004,8041.434668054371,3.26433461739322,Quadrupedal,Early Cretaceous (Barremian),Asia (Japan),Titanosauriform sauropod from Japan,2010,"Kitadani Formation, Fukui Prefecture",One of the first sauropods described from Japan,Low
Dilophosaurus,Dilophosaurus,Near lizard,Herbivore,2.127385682819682,48.378049889798234,1.0532282134334179,Bipedal,Early Jurassic,USA,Small herbivore,1818,USA,Small body,Medium
Zhongyuansaurus,Zhongyuansaurus,Zhongyuan lizard,Herbivore,7.685024018107146,3595.588652249947,2.6053458298133485,Quadrupedal,Late Cretaceous,Asia,Sauropod dinosaur,2007,China,Large sauropod,Large
Xenoceratops,Xenoceratops,Foreign horned face,Herbivore,4.954072030328855,,1.4774119346895231,Quadrupedal,Late Cretaceous,North America,Ceratopsian dinosaur,2012,Canada,Large horned dinosaur,Large
Angaturama,Angaturama,"(possibly ""noble spirit"")",Carnivore,6.396250588644257,966.8561138894977,2.4635759674569915,Bipedal,Early Cretaceous (Aptian),South America (Brazil),Spinosaurid with long snout and conical teeth,1996,"Santana Formation, Brazil",Closely related to Irritator; fragmentary remains,Medium
Tienshanosaurus,Tienshanosaurus,"Tienshan lizard  ",carnivor,11.336034655888486,7986.680505810707,4.8783190555729075,Quadrupedal,Late Jurassic,Asia,Sauropod dinosaur,1972,China,Large sauropod,Medium
Xuanhanosaurus,Xuanhanosaurus,Xuanhan lizard,Carnivore,6.337636942951828,874.3476751523538,-2.4282165005550924,Bipedal,Late Jurassic,Asia,Theropod dinosaur,1986,China,Large predator,Large
Amphicoelias,Amphicoelias,double hollow,Herbivore,,,,Quadrupedal,Late Jurassic (Kimmeridgian–Tithonian),"North America (Colorado, USA)",Possibly the longest dinosaur ever; highly disputed,1878,"Morrison Formation, Colorado",Extremely long vertebrae; record-breaking size claims,Low
Wiehenvenator,Wiehenvenator,Wiehen hunter,Carnivore,6.8006040900922144,1193.2797660504532,3.0208134841345933,Bipedal,Jurassic,Europe,Theropod dinosaur,2016,Germany,Large predator,Medium
